id,asin,name,rating,date,verified,title,body,helpfulVotes,sub_aspect,summary,summary_point,topic,key_topic
86,B00A2V7BA4,sjtuyang,5,"November 25, 2012",False,Great phone with solid engineering quality,"Upgraded our 2 lines from (iPhone 4S & 900) to this latest version. It is built solid. My favorite App is Nokia drive. Used 900 for half one year, my favorite app is Nokia drive. It is sometimes better than my wife's Garmin. Like it!",4.0,"engineering quality, solid engineering, favorite app, iphone 4s, nokia drive, great phone, line, late version", great phone with solid engineering quality .. upgrade our 2 line from iphone 4s 900 to this late version .. it be build solid .. my favorite app be nokia drive .. use 900 for half one year. my favorite,"- Great phone with solid engineering quality.
- Upgraded our 2 lines from iPhone 4S  900 to this latest version.
- My favorite App is Nokia drive.
- my favorite app is Nokia drive.",1,"good, iphone"
87,B07NZXXZB2,Ivor Corrie,2,"August 26, 2019",True,Drops mobile data,"Bought this phone in March 2019 and after a few months it started dropping mobile data. After repeated checks with my service provider it was confirmed that the problem was with the phone and not the service. This was verified through various forums and chats by other persons in different countries with the S10 who had the same problem. Whenever I leave an area with wifi, I have to go to the sim card manager and change from 4g to 3g then back to 4g to get mobile data. As soon as I get a call I lose mobile data and have to go 3g then 4g again to get it back. Same thing if the signal gets weak or I go in and out of a wifi area. Huge risk if attempted while driving. I have reset the phone, reseated the sim card and tried other recommended fixes to no avail. No warranty so buyer beware. Very disappointed.",3.0,"fix, card manager, phone, call, wifi area, signal, huge risk, repeat check, problem, same thing, few month, sim card, other person, service provider, different country, area, same problem, various forum, mobile data, buyer", Bought this phone in march 2019 and after a few month it start drop mobile data . After repeat check with my service provider it be confirm that the problem be with the phone and not the service .. this be verify through various forum,"- Drops mobile data.
- Bought this phone in March 2019 and after a few months it started dropping mobile data.
- After repeated checks with my service provider it was confirmed that the problem was with the phone and not the service.
- This was verified through various forums and chats by other persons in different countries with the S10 who had the same problem.
- Whenever I leave an area with wifi
- I have to go to the sim card manager and change from 4g to 3g then back to 4g to get mobile data.
- As soon as I get a call I lose mobile data and have to go 3g then 4g again to get it back.
- Same thing if the signal gets weak or I go in and out of a wifi area.
- Huge risk if attempted while driving.
- I have reset the phone
- reseated the sim card and tried other recommended fixes to no avail.
- No warranty so buyer beware.",0,"work, battery, great, screen"
88,B07455VT9F,Amazon Customer,5,"May 16, 2019",True,Great value.,Perfect phone.,1.0,"great value, perfect phone", great value ... perfect phone . great value . perfect phone. perfect value . Perfect phone . perfect service . perfect feature phone . . perfect value phone .,"- Great value..
- Perfect phone.",3,"great, good, battery, screen"
89,B013XAPUW6,Amazon Customer,5,"November 7, 2016",True,Great product,"Excellent product, ""like new"". Really meant like new, no flaws or signs of use.Activated with no problems after getting sim card at Sprint dealer for no charge. Will buy from red cell again!",1.0,"great product, sim card, excellent product, flaw, red cell, sprint dealer", activated with no problem after get sim card at sprint dealer for no charge . Will buy from red cell again ! Will buy again from Red Cell again .,"- Great product.
- Excellent product
- no flaws or signs of use.Activated with no problems after getting sim card at Sprint dealer for no charge.
- Will buy from red cell again!",3,"great, good, battery, screen"
90,B07D6TQP6F,AmazonCustomer,1,"June 15, 2018",False,The iPhone's water resistance rating is pure garbage. I just drowned two phones in an inch ...,The iPhone's water resistance rating is pure garbage. I just drowned two phones in an inch of water within a few minutes. Anyone know of a class-action lawsuit for this?,43.0,"water resistance, action lawsuit, pure garbage, phone, few minute, anyone know, resistance rating", the iphone 's water resistance rating be pure garbage .. i just drown two phone in an inch of water within a few minute .. anyone know of a class-action lawsuit for this .,"- The iPhone's water resistance rating is pure garbage.
- I just drowned two phones in an inch ....
- The iPhone's water resistance rating is pure garbage.
- I just drowned two phones in an inch of water within a few minutes.
- Anyone know of a class-action lawsuit for this",1,"good, iphone"
91,B01M1HY1E3,Youtian Zhang,2,"October 6, 2016",True,"I got a bad phone, they don't have inventory so I have ...","The phone doesn't work with T-Mobile SIM card, contacted Sony officials and they told me they do not know which carrier is compatible with Xperia and asked me to contact the seller. According the Amazon representatives, I got a bad phone, they don't have inventory so I have to get a refund. I don't know if I'm the only one experiencing this issue, but it's very annoying. Extra star for good looking",15.0,"bad phone, sim card, carrier, good look, phone, contact sony, mobile sim, amazon representative, inventory, extra star, accord, refund, experience, sony official", i get a bad phone. they do not have inventory so i have to get a refund . The phone do not work with t-mobile sim card. contact sony official and they tell me they don't know which carrier,"- I got a bad phone
- they do not have inventory so I have ....
- The phone does not work with T-Mobile SIM card
- contacted Sony officials and they told me they do not know which carrier is compatible with Xperia and asked me to contact the seller.
- According the Amazon representatives
- I got a bad phone
- they do not have inventory so I have to get a refund.
- I do not know if I am the only one experiencing this issue
- Extra star for good looking",6,"issue, good, samsung, great"
92,B07VPXDV59,patrick,1,"October 13, 2019",True,Received used phone..,The phone I received was used. It has a screen protector that it shouldn't and a scuff mark on the back from the previous owner case..,5.0,"owner case, previous owner, screen protector, phone, scuff mark", receive used phone .... the phone i receive be use .. it have a screen protector that it should not and a scuff mark on the back from the previous owner case .,"- Received used phone...
- It has a screen protector that it should not and a scuff mark on the back from the previous owner case..",4,"good, samsung, screen, great, iphone"
93,B07PB77Z4J,jamil,5,"October 27, 2019",True,Loving it,The phone arrived in great condition no scratches. I have been wanting to get this phone for a while and I think preowned version is worth it if it is certified from amazon Onky things I don't like are USB C cable and the charger. Both are poorly made and cable broke on the first day. I would appreciate it if I recieved a high quality cable and charger. Other than that I am having great time owning a pre preowned samsung s10e,2.0,"samsung s10e, scratch, great condition, quality cable, phone, cable poorly, high quality, time great, great time, usb c, c cable, onky thing, preowned samsung, version, first day", i have be want to get this phone for a while and i think preowned version be worth it if it be certified from amazon onky thing i do not like be usb c cable and the charger .. both be poorly,"- The phone arrived in great condition no scratches.
- I have been wanting to get this phone for a while and I think preowned version is worth it if it is certified from amazon Onky things I do not like are USB C cable and the charger.
- Both are poorly made and cable broke on the first day.
- I would appreciate it if I recieved a high quality cable and charger.
- Other than that I am having great time owning a pre preowned samsung s10e",3,"great, good, battery, screen"
94,B00836Y6B2,Adam,1,"September 21, 2014",True,Not happy that it was falsely advertised and window 7,This phone does not have window 8 as advertised. Not happy that it was falsely advertised and window 7.8 does not support what I need it to. I would not buy from this supplier.,1.0,"phone, window happy falsely, window", Not happy that it be falsely advertised and window 7.8 do not support what i need it to .. i would not buy from this supplier . This phone do not have window 8 as advertise .,"- This phone does not have window 8 as advertised.
- Not happy that it was falsely advertised and window 7.8 does not support what I need it to.",0,"work, battery, great, screen"
95,B07QB8QYYZ,Yldemaro Jurado,5,"May 17, 2019",True,Exelente compra calidad / precio,"Exelente smartphone relación calidad precio, el producto es tal cual lo describe el vendedor, recomendado",5.0,"recomendado, vendedor, exelente compra, smartphone relacin, relacin calidad, el vendedor, calidad precio, exelente smartphone, compra calidad", Exelente smartphone relacin calidad precio . exelente compra calidad or precio .. exelentente smartphone . relac in calidad . el producto es tal cual lo describe el,"- Exelente compra calidad / precio.
- Exelente smartphone relacin calidad precio
- el producto es tal cual lo describe el vendedor
- recomendado",0,"work, battery, great, screen"
96,B01M0PADR4,Lisy,5,"July 9, 2018",True,Amazing 95%,I loved this s product so much!! It was afforable and it came with everything I needed! It only had a couple dents on the phone but overall I love it,1.0,"s product, couple dent", amaze 95 .. i love this s product so much ! !. it be afforable and it come with everything i need !. It only have a couple dent on the phone. Overall i love it .,"- I loved this s product so much!!
- It only had a couple dents on the phone",0,"work, battery, great, screen"
97,B07WKSVF6X,sneak_pigeon,4,"December 12, 2019",True,Just ok,I bought this phone for my dad and he hasn't had any complains with it except for the fingerprint reader. The fingerprint reader never works on the first try. May be it takes getting used to.,1.0,"fingerprint reader, phone, first try", i buy this phone for my dad and he have not have any complains with it except for the fingerprint reader . The fingerprint reader never work on the first try .. may be it take get use to .,"- I bought this phone for my dad and he has not had any complains with it except for the fingerprint reader.
- The fingerprint reader never works on the first try.",0,"work, battery, great, screen"
98,B01N9XOXCK,Caitlin Hopper,4,"February 17, 2018",True,"If it doesn't work on your network, ask your provider if they'll troubleshoot for you","I nearly returned the phone because it originally didn't want to work on my network (T-mobile) however Buyspry emailed me saying that the phone is unlocked and should work. I figured I'd give T-Mobile a call and see if they could help. They said I could take it in and they would troubleshoot it for me. They managed to fix it and didn't charge me anything. All in all, I'm glad I didn't return it because it is a beautiful phone. It works great and looks brand new. Really glad this worked out",1.0,"anything, mobile, buyspry email, provider, phone, call, beautiful phone, network t", i nearly return the phone because it originally do not want to work on my network t-mobile . However buyspry email me email me say that the phone be unlocked and should work . i figure i would give t-,"- ask your provider if they will troubleshoot for you.
- I nearly returned the phone because it originally did not want to work on my network T-mobile however Buyspry emailed me saying that the phone is unlocked and should work.
- I figured I would give T-Mobile a call and see if they could help.
- They managed to fix it and did not charge me anything.
- I am glad I did not return it because it is a beautiful phone.",0,"work, battery, great, screen"
99,B07GWFMLT8,Mohamad Hussein,3,"November 20, 2018",True,Superb Seller not great product,"I had two issues with the phone causing me to return it. 1) battery drained very quickly. Approximately 20% in an hour with the phone over heating, 2) Struggled to get cell signal(AT&T). Phone feels good (I have the Qualcomm US version) which I don't experience any of these issues. It might have been a bad unit or the Korean chip isn't as smooth as Qualcomm! Seller is impressive, responsive and the product was brand new sealed!",2.0,"issue, new seal, battery drain, phone, cell signalatt, seller, great product, struggle, superb seller, qualcomm, product, bad unit, korean chip", superb seller not great product . 1 battery drain very quickly .. approximately 20 in an hour with the phone over heating . 2 struggle to get cell signalatt .. phone feel good i have the qualcomm u version which i do not,"- Superb Seller not great product.
- I had two issues with the phone causing me to return it.
- 1 battery drained very quickly.
- 2 Struggled to get cell signalATT.
- Phone feels good I have the Qualcomm US version which I do not experience any of these issues.
- It might have been a bad unit or the Korean chip is not as smooth as Qualcomm!
- Seller is impressive
- responsive and the product was brand new sealed!",6,"issue, good, samsung, great"
